,FIPS,State,County,total_votes,GOP,DEM,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unemployed
240,17175,IL,Stark,2881,2000,814,102,3,5551,2739,2812,78,5335,39,0,44,0,4295,52284,777,1421,1971,938,1044,655,944,4369,472,28,189,56,439,24.7,2583,4280,616,577,78,4.8,26645
241,8063,CO,Kit Carson,3792,3084,644,139,3,7846,4392,3454,1506,5986,251,8,31,39,5476,45881,902,1279,2385,1436,1781,1703,541,5845,879,63,408,78,573,12.1,3632,5178,1765,879,24,5.3,41584
242,13157,GA,Jackson,37670,29497,7642,2473,42,63851,31539,32312,4533,52613,4278,64,1085,0,45830,57999,7981,8939,20624,10088,16027,6385,10727,54593,5619,128,128,639,2746,30.8,28016,50315,8939,4342,319,6.5,415032
243,40055,OK,Greer,1973,1605,328,159,8,6018,3463,2555,662,4538,506,156,0,0,4816,35898,1155,1426,1823,1324,1312,897,662,5073,499,0,108,60,277,20.9,2137,3737,1679,590,12,6.6,39719
244,31097,NE,Johnson,2227,1517,646,116,0,5200,3087,2113,515,4202,354,36,47,0,4090,49564,525,536,1877,1113,894,536,785,3957,598,10,239,83,312,22.1,1998,3162,1342,671,26,2.2,11440
245,35019,NM,Guadalupe,2179,912,1229,46,1,4426,2645,1781,3634,668,58,58,0,0,3575,26060,575,876,1425,1372,1226,332,66,3620,407,0,106,150,137,18.3,1374,2315,1885,230,0,1.5,6639
246,51019,VA,Bedford,48484,35600,12176,1308,18,77319,38012,39307,1546,68195,5412,77,1005,0,60597,59405,6881,8196,26984,12758,18634,7655,11366,64793,7113,155,773,1082,3325,26.9,36735,63170,10206,3866,77,4.4,340204
247,12125,FL,Union,6251,5133,1053,1147,45,15300,9922,5378,826,10695,3351,107,76,0,12093,37460,3274,4942,3779,4498,2846,1530,2647,12041,1668,184,505,260,643,22.4,3800,9379,5034,842,31,9.8,149940
248,55095,WI,Polk,26371,16611,9370,664,3,43328,21809,21519,823,41292,130,433,173,0,33749,53551,4289,5633,12738,6976,8709,5373,9532,35182,4116,43,1257,520,2253,29.1,21257,34792,4983,3336,217,4.8,207974
249,31007,NE,Banner,410,362,43,4,0,728,356,372,57,651,4,0,0,0,554,55000,65,76,379,40,126,100,82,455,79,0,37,0,157,24.8,398,366,179,183,0,3.2,2330
250,48477,TX,Washington,17410,12949,4254,719,50,34667,17199,17468,5373,22360,5893,104,624,35,25423,55793,4576,7211,11336,5616,8216,3779,5720,29744,3016,35,347,312,1213,21.5,14897,25654,5512,3501,0,6.2,214935
251,17019,IL,Champaign,93019,34774,55173,6824,28,207946,103843,104103,11853,142027,27033,208,21418,208,152566,49586,44500,39094,94200,37014,43253,11645,21834,144315,17467,13516,16220,6862,9150,17.9,103099,140364,56769,10605,208,5.2,1081319
252,12113,FL,Santa Rosa,106857,77349,27582,6021,88,166778,85374,81404,8672,138259,9673,834,3169,167,126537,62731,18846,26851,62875,26518,43362,18179,15677,138759,16511,167,834,1835,8506,28.7,70810,129587,27352,9673,167,6.3,1050701
253,51059,VA,Fairfax,596358,168401,419943,24233,605,1142004,565593,576411,185005,590416,106206,1142,214697,0,724787,117515,69662,90218,646374,167875,210129,65094,53674,811965,107348,109632,21698,19414,71946,32.1,609859,840515,237537,62810,1142,4.5,5139018
254,56005,WY,Campbell,19566,16975,1935,1190,3,48116,25001,23115,4042,42198,144,385,241,0,33763,80178,4523,6063,12751,6832,10441,10874,7217,38493,4908,1203,914,914,1732,20.7,25511,38541,7121,2358,96,4.6,221334
255,42011,PA,Berks,198260,105941,89530,9648,425,415500,204283,211217,81438,304146,17035,416,5817,0,307824,59580,56508,88917,132129,69388,96812,36148,80607,331569,40719,6648,13712,6648,16204,24.9,201177,356084,37810,21190,416,7.3,3033150
256,17133,IL,Monroe,21024,14046,6489,1068,32,33739,16585,17154,506,32558,135,34,236,0,25840,74410,1788,1856,13867,4993,8300,3408,3171,28543,2463,101,405,236,1991,28.4,17657,28240,4015,1451,34,4.4,148452
257,47013,TN,Campbell,14929,12330,2438,1133,13,39824,19411,20413,478,38470,199,119,159,0,31601,35377,8204,12385,9359,6770,9598,6252,7845,33811,4620,40,358,119,916,27.1,15080,31023,5854,2907,40,8,318592
258,20111,KS,Lyon,13622,7381,5878,1377,41,33302,16165,17137,6960,23844,699,67,666,0,23641,42992,6194,6660,10290,6161,6594,3663,6594,25976,4163,200,1265,500,1199,17,17399,24677,6727,1865,33,5.8,193152
259,1005,AL,Barbour,10457,5605,4772,1061,9,26201,13976,12225,1100,11974,12524,52,157,0,20269,33368,7127,11764,6550,4402,5921,3013,6314,21852,2908,79,576,445,341,23.4,8878,19415,5004,1703,79,12.4,324892
260,17197,IL,Will,330593,149695,174226,20657,445,687727,341719,346008,115538,444959,75650,688,35762,0,472786,80782,50892,72899,251708,110036,171244,59145,96282,580442,39888,26134,4814,7565,28885,32.9,342710,589382,77025,20632,688,6,4126362
261,55139,WI,Winnebago,94160,47796,44060,9438,67,169540,85384,84156,6612,151399,3560,1017,4408,0,131718,55128,20684,27126,53236,28822,41368,11868,34247,144109,11698,1356,4069,2204,5934,18.2,87905,143431,19667,6443,170,3.6,610344
262,51195,VA,Wise,16584,13366,3110,712,10,39539,20612,18927,474,36257,2096,40,198,40,31378,38255,7868,10676,13522,6880,8975,4863,5298,33569,4112,316,791,40,751,22.4,13321,29615,9015,909,0,9.6,379574
263,16007,ID,Bear Lake,3215,2814,350,77,1,5942,2928,3014,244,5568,48,12,42,0,4295,50603,862,1283,1373,1200,1438,1105,826,4254,998,18,226,65,380,23,2523,4492,862,559,24,3.7,21985
264,42111,PA,Somerset,40062,31105,8543,474,3,75619,39289,36330,1059,71536,1966,76,302,0,61414,46132,9604,15578,21400,14821,15729,9528,14141,61781,7108,76,2117,907,3630,24.2,32886,60949,8621,5520,454,6.1,461276
265,37057,NC,Davidson,84785,62143,21483,3874,44,164118,80121,83997,11324,132607,14935,492,2462,0,122515,45806,25931,36598,45461,25931,39388,17397,36106,139829,15919,656,1969,1313,4431,24.8,73207,136054,18217,9519,328,8.2,1345768
266,8089,CO,Otero,9459,5696,3552,182,7,18325,8957,9368,7605,9987,128,92,183,165,13236,35051,4196,5461,6432,3775,3683,2089,2364,14550,1906,18,696,238,953,16.2,7177,12223,4398,1631,92,9.3,170423
267,19047,IA,Crawford,7146,4854,2220,1415,15,17131,8878,8253,4694,11563,206,103,325,17,10873,51091,3169,4129,4437,2159,2741,2090,5705,13568,1645,0,600,600,702,16.3,8112,13722,2021,1353,51,6.2,106212
268,39033,OH,Crawford,20222,15043,4831,609,8,42231,20626,21605,633,40415,380,42,169,0,32760,41726,6841,11022,11614,7982,8531,3421,10684,35643,3927,127,1140,465,929,20.8,18534,35136,4814,2280,0,6.4,270278
269,48017,TX,Bailey,1854,1430,407,311,5,7098,3678,3420,4450,2456,106,7,64,14,3916,43523,1583,2399,1625,1469,1235,1704,1065,4940,582,0,419,547,610,16.5,3157,5473,838,738,57,2.2,15616
270,5071,AR,Johnson,9402,6867,2262,1063,8,26155,12977,13178,3583,21002,418,52,418,26,18153,35758,5885,8108,6774,3923,5493,3322,6670,20349,3217,105,445,602,1465,20.5,10427,20715,3792,1622,26,4.7,122929
271,37077,NC,Granville,31605,16651,14568,2069,50,58503,29686,28817,4446,34049,17902,293,234,0,44883,52089,8366,10765,19481,10180,12812,6026,9946,49494,6201,0,527,585,1697,28.6,25650,43994,11876,2516,117,6.6,386120
272,20123,KS,Mitchell,3039,2454,547,63,0,6230,3199,3031,137,5956,44,25,31,0,4823,44591,922,1096,2442,716,1221,997,854,5445,262,12,287,87,143,9.6,2868,4635,910,667,19,3.8,23674
273,51057,VA,Essex,6171,3075,3038,201,2,11083,4899,6184,377,6085,4189,111,22,0,8666,50629,1363,1662,2981,1718,3347,1441,1607,9443,632,22,355,222,410,35,5272,8390,2095,554,33,5.6,62065
274,47101,TN,Lewis,5604,4473,1068,481,6,11944,5864,6080,263,11168,143,0,322,0,9254,37092,2640,3953,3261,2078,2759,1386,2460,8671,2102,72,143,418,537,26.2,4772,9245,1386,1314,0,4,47776
275,51021,VA,Bland,3475,2903,532,79,5,6524,3617,2907,33,6152,313,0,0,0,5455,46927,541,881,1546,1396,1944,352,1292,5800,339,39,52,117,183,32.8,2578,4997,1227,300,0,6.7,43711
276,12009,FL,Brevard,360666,207857,148479,11780,375,568183,277666,290517,55114,427842,55682,1705,13636,568,445123,51536,76137,110228,218182,108523,140341,48296,53409,463637,45455,3409,6250,15341,34091,24.5,239195,463637,74432,29546,1136,7.6,4318191
277,51197,VA,Wythe,15046,11733,3143,353,7,29048,14200,14848,320,27305,930,29,203,0,23069,46119,4415,5781,8366,6071,6623,2411,5577,24197,3079,116,436,232,988,23.4,13014,21844,5490,1685,58,6.2,180098
278,20177,KS,Shawnee,84061,39890,42032,3647,84,178392,86487,91905,21407,132902,13558,1070,2141,0,130844,54667,23548,30327,68146,29970,42101,15520,22834,148422,17304,1606,3389,2497,5173,18,84423,135221,35500,7492,178,5.4,963317
279,12079,FL,Madison,9380,5576,3747,1084,25,18518,9804,8714,944,10074,7185,37,185,0,14568,31816,5907,9518,5111,3407,4815,1796,3389,15240,1778,0,574,407,537,27,5985,12426,5037,981,74,8.1,149996
280,48313,TX,Madison,5289,4165,1084,771,7,13979,8649,5330,3131,7800,2432,14,154,28,10426,44004,2153,2586,3998,3243,2754,2083,1901,10666,1761,0,1020,84,461,23.4,4249,9394,2964,1510,112,3.1,43335
281,21033,KY,Caldwell,6436,4905,1432,306,0,12747,5973,6774,166,11613,867,0,0,0,9895,46182,2231,2855,3722,1683,2702,1491,3149,10338,1185,64,306,714,153,22.4,5330,9637,1938,1058,102,6.9,87954
282,13221,GA,Oglethorpe,8131,5593,2436,432,13,14654,7362,7292,601,11122,2638,15,44,0,11190,43938,2579,4484,4455,1993,2828,2008,3370,12544,1334,29,103,88,557,28.5,6390,10390,3473,806,0,5.8,84993
283,20009,KS,Barton,10961,8480,2302,803,7,27067,13445,13622,3925,22195,298,81,27,54,19342,46070,4250,5874,7876,4791,6334,3844,4222,22249,2950,189,487,244,947,17.9,13580,20869,4114,2030,54,4.2,113681
284,23009,ME,Hancock,1486,778,659,74,1,54468,26394,28074,708,51799,436,218,545,54,44004,51438,6318,8116,18519,11329,11275,8334,4957,40088,6863,381,2832,763,3540,23.1,26527,39489,6863,8061,54,5.7,310468
285,48281,TX,Lampasas,10373,8070,2134,315,9,20473,10144,10329,3931,14925,614,82,225,205,15176,54467,2457,3050,6633,4176,4156,3153,2354,15662,3030,41,553,635,553,27.4,8612,14393,4463,1576,20,7.4,151500
286,53067,WA,Thurston,161987,63087,94076,1694,33,269885,132099,137786,22940,204573,7557,3509,15114,2159,202828,66113,31307,39133,113082,43721,64503,21591,27258,214559,25369,4858,5937,6477,12954,25.6,122976,172457,80696,15923,540,7.7,2078115
287,6025,CA,Imperial,38727,13401,24551,13038,338,179957,91963,87994,150084,20335,4139,1080,2339,180,100556,44779,42830,55787,43910,43730,44449,24114,23574,146485,15836,1440,3419,4679,7918,20.8,59757,122191,47149,10258,360,16,2879312
288,29089,MO,Howard,5089,3552,1412,273,2,10144,5069,5075,142,9211,517,51,20,10,7860,50356,1664,2485,3561,1948,1978,1248,1410,7892,1055,51,233,183,730,23.3,4804,7314,1745,1085,0,4.6,46662
289,47089,TN,Jefferson,23562,18609,4645,1636,24,52887,25886,27001,1851,48920,952,106,317,0,40981,45641,7298,9625,13856,10101,12428,5500,10948,41411,7510,159,846,476,2486,25.8,23110,40882,8039,3967,53,6.2,327899
290,48205,TX,Hartley,2076,1866,195,179,0,5821,3524,2297,1525,3469,489,0,81,0,4159,64427,472,664,2212,821,1054,1007,733,4890,483,0,134,47,274,11.9,2049,4436,757,512,116,1.2,6985
291,19049,IA,Dallas,55847,27987,26879,3776,49,80864,39934,40930,4933,69705,1051,81,3396,81,54705,82719,4367,4205,41322,9218,18599,4609,7116,69381,5741,162,1051,485,4043,21.1,44329,67683,9623,3477,81,2.4,194074
292,13137,GA,Habersham,20432,16637,3563,1909,78,43878,20824,23054,6231,33918,1360,44,1009,88,31448,44474,7547,9916,11979,7196,10048,5441,9214,36243,5002,307,702,658,965,26.9,17338,34664,6099,3028,88,5.5,241329
293,26161,MI,Washtenaw,216924,56241,157130,5800,119,361509,178949,182560,16268,255225,42297,723,31451,0,269886,65618,52419,45912,190154,56757,66518,15906,31813,261009,27836,18798,23498,9038,21329,23.7,183919,280892,63626,16629,723,5.4,1952149
294,54075,WV,Pocahontas,4008,2895,1047,73,0,8574,4467,4107,137,8197,77,0,0,0,7042,37111,1509,3121,2727,1809,1492,1526,1029,6696,1012,60,249,0,557,27.3,3518,5590,2264,703,9,6.3,54016
295,18005,IN,Bartholomew,36299,22409,12934,1597,59,81024,40688,40336,5267,67412,1377,162,5105,81,55538,57331,10047,14746,32977,11667,15314,5186,15800,68951,6968,486,1053,1377,2188,19.6,39722,71301,6158,3484,81,5,405120
296,46021,SD,Campbell,873,747,117,82,1,1443,720,723,1,1403,0,14,0,0,1133,51548,68,19,719,219,261,105,139,1085,84,0,118,12,144,17.1,757,861,229,352,0,1,1443
297,37137,NC,Pamlico,7572,4815,2699,330,3,12803,6561,6242,461,9513,2330,64,26,90,10566,45211,1933,3726,3751,2253,3175,2048,1575,9846,1485,38,205,230,986,28.4,5015,9180,2433,1063,128,8.1,103704
298,51105,VA,Lee,9932,8365,1489,579,10,24428,12792,11636,489,22669,1075,73,24,0,19641,32590,6400,8745,7231,4910,5179,3273,3860,21155,2101,49,415,195,513,29.8,7559,17539,5423,1319,147,11.4,278479
299,48485,TX,Wichita,45753,31930,13024,4001,49,131778,68339,63439,24379,87105,13046,791,2636,0,96973,45776,24906,35053,43750,27278,31363,13705,15682,101469,11333,1054,10015,2636,5271,15.4,55552,97911,26224,7116,527,4.8,632534
300,36103,NY,Suffolk,601261,333617,259463,49538,2021,1497595,737373,760222,278553,1025853,107827,1498,56909,0,1067524,92838,107827,140774,575076,257586,384882,140774,140774,1193583,116812,95846,22464,16474,53913,32,744660,1160636,263577,71885,1498,5.4,8087013
301,37091,NC,Hertford,10590,3470,7077,865,34,24262,12026,12236,898,8152,13926,267,170,24,18935,35806,5653,8807,7206,5386,5095,1965,4610,20962,1747,49,825,315,340,24.2,9163,18027,5313,898,24,10,242620
302,26003,MI,Alger,5135,3014,2053,121,1,9254,5088,4166,130,7792,666,305,9,0,7779,42647,1203,1536,2582,2147,2138,750,1638,6746,1027,185,398,167,740,21.3,3160,7135,1629,490,0,6.9,63853
303,20099,KS,Labette,8414,5639,2607,412,6,20553,10142,10411,904,17552,781,185,62,0,15612,45706,3658,5488,6700,4172,3597,1932,4152,17347,1418,62,678,391,658,15.8,9514,15189,4090,1233,62,4.7,96599
304,51053,VA,Dinwiddie,15063,8695,6224,540,12,28033,13849,14184,897,17408,8914,0,112,0,21702,54640,4149,5999,7569,5859,6728,3308,4597,24192,2074,84,505,533,645,29.2,13375,20857,5943,1233,0,8.3,232674
305,29011,MO,Barton,6077,5168,844,453,4,11942,5924,6018,299,11070,24,227,72,0,8885,41184,2496,3511,3905,1397,2711,1373,2556,9769,764,36,478,179,705,22.8,5304,8801,1744,1314,84,5.4,64487
306,31129,NE,Nuckolls,2296,1850,409,111,0,4318,2163,2155,112,4124,13,0,52,0,3387,42055,466,691,1503,743,967,635,466,3321,479,13,121,4,380,16.1,2224,2979,587,734,17,1.7,7341
307,12117,FL,Seminole,260699,125217,132486,10470,241,449260,217099,232161,90301,279889,47622,449,18869,449,334104,60739,53013,68737,201268,70085,120851,26057,30999,368393,34593,3594,3145,7188,31897,27.1,220949,373784,50317,24260,899,6.6,2965116
308,50027,VT,Windsor,1891,537,1266,128,2,55485,27171,28314,832,52711,388,111,444,55,44323,56828,5659,7879,21695,10154,12040,5382,6214,43722,5715,333,2330,444,2941,22.8,28099,43722,7102,4494,166,4.5,249683
309,54077,WV,Preston,14572,11190,3163,225,4,33760,17379,16381,709,31025,1485,169,34,34,26954,46673,5132,7326,8980,6279,7326,5942,5267,27177,4051,169,810,101,1452,30.2,13500,26198,5807,1688,34,8.4,283584
310,46043,SD,Douglas,1707,1468,216,180,5,2940,1448,1492,18,2790,0,79,0,0,2237,52543,241,276,1076,488,626,403,347,2273,106,15,115,53,379,13.6,1477,2011,347,576,9,0.9,2646
311,6105,CA,Trinity,5095,2513,2383,33,0,13037,6603,6434,939,10795,104,561,143,117,10463,36563,2594,3194,3950,3598,2751,1186,1538,9035,1239,13,495,287,1969,17.4,4800,6036,4015,2203,795,9.6,125155
312,28133,MS,Sunflower,9628,2784,6741,1681,51,26915,14114,12801,431,6513,19836,27,27,0,20602,28556,8747,12515,7536,5410,6352,2611,5006,22366,2988,135,700,431,269,18.8,8371,19325,6110,1346,135,17.6,473704
313,12095,FL,Orange,647059,245325,394857,46725,560,1290216,633835,656381,389645,536730,256753,1290,65801,0,878929,51586,215466,301911,468348,269655,339327,94186,118700,1019271,125151,34836,15483,27095,68381,27.6,642687,1116037,116119,55479,1290,6.8,8773469
314,29186,MO,Ste. Genevieve,9495,6627,2713,480,1,17882,8934,8948,197,17113,465,0,18,0,13857,50959,2968,4846,4417,3380,3237,3147,3702,14467,2503,0,72,89,733,26.8,8510,15468,1556,805,72,4.6,82257
315,45021,SC,Cherokee,25270,18043,6983,1558,52,56549,27527,29022,2319,41337,11253,57,339,57,42586,35286,12441,17926,14477,8991,14081,4750,14250,49367,5146,113,848,452,679,22.1,21599,46766,7182,2319,226,7.8,441082
316,48107,TX,Crosby,1953,1396,527,117,7,5895,2918,2977,3266,2358,218,0,0,0,4174,38674,1226,1751,1768,1085,1267,1132,643,5023,466,0,130,206,77,21.6,2519,4250,1161,466,12,7.7,45392
317,36067,NY,Onondaga,176798,78994,93850,5762,212,467669,225685,241984,21980,360573,50041,2338,18239,0,351788,57271,69683,101017,192680,81374,118320,31334,43961,372265,36946,14498,20110,5144,18707,20.1,223207,368991,76230,21980,468,6.4,2993082
318,39171,OH,Williams,18290,13218,4726,452,4,37061,18360,18701,1557,34504,408,111,222,0,28371,47593,5003,7672,9302,5411,7523,3595,11267,32984,1927,148,593,482,927,19.3,17586,30612,4447,1927,111,5,185305
319,21121,KY,Knox,13279,11010,2111,915,10,31424,15233,16191,346,30167,377,157,126,0,23747,26061,10904,14172,8893,5656,7730,3174,6002,26805,2954,251,691,126,628,21.6,9321,23819,5531,2043,31,10.7,336237
320,42017,PA,Bucks,389093,184149,200854,10513,626,626486,307319,319167,31324,531260,23806,1253,28192,0,476133,82031,38216,47613,270015,87082,157874,48866,62022,513092,43854,20674,11277,5012,31951,29.8,326994,538151,55131,32577,1253,5.4,3383024
321,5127,AR,Scott,3551,2962,483,233,2,10584,5290,5294,794,8943,21,138,370,0,7841,37396,2170,3323,2508,1789,1873,1524,2889,7557,2106,21,286,106,508,19.7,4069,8171,1439,900,74,10.6,112190
322,40071,OK,Kay,17249,12834,4040,920,16,45173,22375,22798,3433,34060,903,3343,226,0,33182,44067,7950,11248,12739,8402,10616,5782,7634,37765,4337,90,1355,678,994,17.5,19325,35325,7544,2259,45,6.9,311694
323,29171,MO,Putnam,2361,1984,361,61,1,4846,2436,2410,53,4672,24,10,15,0,3760,37028,819,1226,1415,703,916,756,1061,3567,761,0,102,24,388,19.8,2041,3639,441,732,34,5.9,28591
324,30105,MT,Valley,4272,3135,1030,383,5,7561,3763,3798,181,6419,8,673,30,15,5836,55267,560,537,2850,1081,1852,1059,726,5512,854,38,552,60,552,15.4,3832,4900,1512,1081,68,4.4,33268
325,48165,TX,Gaines,5960,5323,572,581,12,19889,10082,9807,8075,11198,457,20,99,0,10115,58167,2188,2307,5688,2347,3699,4952,3202,14897,3739,0,815,20,418,19,8134,15116,2486,2188,80,4.5,89501
326,13197,GA,Marion,3624,2275,1311,205,9,8558,4207,4351,145,5066,3055,0,60,43,6543,39015,1977,3081,2439,1155,1789,1583,1592,7069,813,103,0,308,274,32.3,3413,5546,2362,659,0,10,85580
327,21029,KY,Bullitt,41964,30708,10551,1617,15,78622,39131,39491,1415,74612,472,157,472,79,60463,59917,8019,9985,21464,10221,21149,8727,17061,66986,7862,79,550,786,2359,28.1,38391,67929,7469,3145,157,5.9,463870
328,42031,PA,Clarion,19213,14363,4615,245,4,38747,18932,19815,310,37313,387,77,194,0,31269,44373,6781,8951,11663,8873,7478,4417,6316,32121,2596,77,1976,465,1511,22.5,17280,30959,5153,2519,116,6.6,255730
329,5083,AR,Logan,8222,6438,1544,617,5,21802,10764,11038,632,19796,458,240,283,0,16641,37982,4404,6475,5996,4273,4077,2812,4644,17769,2267,109,327,174,1156,25.6,8339,15741,4186,1853,22,8.1,176596
330,12065,FL,Jefferson,8465,4478,3895,682,9,14085,7554,6531,563,8197,4944,56,14,0,11470,47599,1958,2704,5747,3113,2958,1423,845,11902,1451,0,85,56,592,28.7,4922,9226,4071,789,0,7.2,101412
331,40019,OK,Carter,19479,14699,4470,924,10,48407,23449,24958,3292,34272,3098,3437,532,0,35218,47754,7939,10069,13893,9149,11037,5954,8374,40468,4986,242,775,484,1452,19.6,20543,39016,6583,2759,48,6.4,309805
332,49037,UT,San Juan,6677,3454,3004,848,30,15193,7654,7539,805,6685,30,7262,76,76,10208,42581,4315,5135,5044,3358,2796,2127,1854,11653,1200,76,608,258,1398,20.6,5247,9207,4847,1109,30,8.4,127621
333,26043,MI,Dickinson,13268,8469,4569,760,21,25694,12819,12875,360,24563,154,206,154,0,20460,45681,3905,3957,9096,4394,5370,2981,3880,21660,2261,77,642,437,591,17,11154,20992,3392,1259,77,6,154164
334,18115,IN,Ohio,3164,2392,750,151,7,5911,2967,2944,59,5716,77,6,18,0,4744,58359,296,171,1472,1377,1070,656,1336,4965,567,12,231,41,100,31.3,3041,4888,839,106,71,3.3,19506
335,55043,WI,Grant,25608,14142,10998,2043,36,51742,26915,24827,776,49310,673,103,414,0,40781,50522,7917,8227,15523,9469,11487,6157,9158,40100,4036,155,3622,828,3053,20.3,26480,39324,7968,4036,362,3.5,181097
