,FIPS,State,County,total_votes,GOP,DEM,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unemployed
0,20143,KS,Ottawa,3159,2581,504,119,0,5957,3118,2839,161,5617,48,12,12,0,4517,51797,578,1001,2073,947,1352,757,828,4641,596,18,161,113,423,23.7,3002,4146,876,917,24,3.3,19658
1,12111,FL,St. Lucie,172130,86825,84115,9179,336,298763,146025,152738,54076,175075,57362,598,5676,299,217389,47132,49595,73496,82160,69313,82459,35254,29578,235425,36748,1494,3585,7768,13743,27.6,122153,246181,34657,17627,299,7.6,2270599
2,53035,WA,Kitsap,156733,61204,89812,1575,22,258903,132104,126799,18900,200391,6473,2330,12168,1812,199599,68336,25631,31327,100713,48674,55146,26926,27185,177866,20971,24078,13204,6990,15793,30.3,112032,168287,72493,17605,518,5.7,1475747
3,51167,VA,Russell,13368,10879,2373,527,8,27725,13563,14162,360,26838,250,0,28,0,22169,40083,4880,6377,8817,4048,6626,4020,4242,24259,1913,0,388,194,970,28.1,10120,20350,5795,1525,83,6.8,188530
4,36075,NY,Oswego,44546,28914,14677,648,4,119833,60028,59805,2996,113003,959,120,719,0,93177,51755,21929,34512,34991,24446,27562,14500,18334,97544,10665,1078,4913,1438,4074,24.8,53211,91193,22169,6231,240,8.6,1030564
5,31067,NE,Gage,11068,7445,3385,600,5,21632,10816,10816,498,20550,130,87,130,43,16736,52223,1969,2271,7203,3353,4521,2271,4283,17068,2639,22,671,195,1038,19.8,11118,16029,3483,2098,22,3.2,69222
6,6051,CA,Mono,6713,2504,3998,194,2,14058,7433,6625,3810,9292,56,309,281,0,9286,60595,1392,1687,5201,4260,2530,1026,1026,6298,984,2769,1560,1139,1307,16.1,7864,10572,2151,1167,169,3.6,50609
7,5003,AR,Ashley,7926,5548,2125,573,11,20771,10126,10645,1080,14124,5317,42,0,0,15544,36407,4424,6730,5712,3490,3926,2846,4777,17676,1620,42,478,623,332,20.4,7905,16368,3760,561,83,9.9,205633
8,26159,MI,Van Buren,39060,21591,16800,1222,20,75190,37397,37793,8421,61280,2331,301,451,75,55052,49119,11880,16993,21730,14286,16015,9248,13985,61355,7745,226,2181,602,3083,24.4,33499,61355,8722,5038,75,6.6,496254
9,27117,MN,Pipestone,4932,3553,1306,390,17,9229,4481,4748,545,8260,111,74,83,0,6623,48909,1089,1477,2796,1403,1846,1347,1837,6940,1107,74,360,138,609,20.1,4328,7143,1071,997,9,4.2,38762
10,18043,IN,Floyd,41742,23385,17507,2032,69,76481,37092,39389,2371,67533,3977,306,841,0,58027,59451,8260,11396,28069,11090,19197,6195,11931,65850,5966,688,765,229,2983,22.6,38137,65697,7572,3136,76,5.1,390053
11,48385,TX,Real,1982,1643,320,126,8,3358,1553,1805,665,2686,7,0,0,0,2579,36493,678,1128,970,792,997,457,144,2102,467,0,238,168,383,16.3,1281,2465,359,534,0,6.1,20484
12,31109,NE,Lancaster,153687,68952,81131,9653,45,306357,153788,152569,20526,251519,11948,1225,12867,306,224251,55747,42890,47792,122543,52387,73219,23589,34618,250600,26959,3676,8884,5821,10110,18.8,166689,238346,54532,12867,306,3.9,1194792
13,48177,TX,Gonzales,7534,5568,1894,1133,20,20558,10400,10158,10300,8696,1377,21,41,0,12811,47516,3536,5140,4009,3700,4687,3433,4728,15891,3043,267,473,267,637,22.3,8939,15747,3043,1727,62,5.1,104846
14,51027,VA,Buchanan,9942,8311,1587,276,4,22611,11378,11233,68,21571,633,113,113,0,18471,30828,5992,9519,5856,3618,5223,4680,3211,19694,1696,136,407,475,203,27.7,6679,17704,3980,927,0,8.6,194455
15,18159,IN,Tipton,8124,6110,1834,304,23,15290,7632,7658,398,14571,31,0,0,61,11962,53931,1437,2875,4939,2416,2523,2110,3303,12981,1346,46,199,291,413,23.7,7430,12507,2141,612,31,3.8,58102
16,48491,TX,Williamson,287696,138649,142457,9588,156,508313,250106,258207,122503,309563,30499,1017,30499,508,342928,79123,35582,42698,231791,70656,129112,37615,39140,408175,46256,4067,4575,6100,39140,27.9,254840,401567,73705,32532,508,4.8,2439902
17,26019,MI,Benzie,12259,6600,5480,145,2,17462,8694,8768,419,16397,52,244,70,0,14050,53185,1746,2235,5413,3580,3999,2340,2130,13254,2340,210,314,262,1065,26.2,7679,13638,2584,1205,35,6.5,113503
18,18055,IN,Greene,14782,11103,3389,636,40,32431,16040,16391,422,31393,65,0,130,0,25096,49648,4184,5157,9502,6065,7265,3957,5643,28864,2530,32,454,324,227,28.7,14248,24323,6162,1913,32,6.2,201072
19,31041,NE,Custer,5877,4996,768,250,5,10836,5357,5479,314,10294,87,0,87,0,8175,48836,1289,1723,3554,2113,2048,1690,1420,8062,1127,0,498,195,954,16.2,5636,7845,1365,1582,43,2.5,27090
20,17123,IL,Marshall,6343,4196,2004,174,3,11925,5938,5987,370,11317,48,12,36,24,9433,55173,1228,1813,3506,2313,2421,1359,2325,9874,1169,0,322,131,429,27.7,5514,9838,1181,859,36,6.2,73935
21,27067,MN,Kandiyohi,23313,14437,8440,1921,5,42577,21398,21179,5067,34828,1788,85,341,0,30521,56604,4811,7110,14221,7238,8899,5322,6897,35807,3193,341,809,639,1788,17.9,21874,33806,5833,2725,213,3,127731
22,19109,IA,Kossuth,9077,6275,2696,519,0,15166,7598,7568,334,14484,121,15,91,0,11763,54868,1517,2138,5323,2047,3291,1790,2715,12497,834,121,622,258,864,14.7,7646,11329,1790,2002,30,2.1,31849
23,28023,MS,Clarke,8277,5372,2815,791,53,16089,7575,8514,145,10200,5647,16,0,0,12397,37626,2976,4360,4215,2671,3379,3266,2574,13370,1512,0,467,450,290,32,6137,12710,2413,917,48,9.1,146410
24,1109,AL,Pike,13796,8020,5613,1385,14,33287,15897,17390,266,18774,12616,200,732,0,25869,35684,8754,11451,10485,5392,8122,2963,6291,28161,2630,0,732,266,1531,20.4,14352,25331,6058,1864,67,8.7,289597
25,13151,GA,Henry,122742,48187,73276,6395,114,217506,104175,113331,14138,101575,88525,218,7178,0,153050,64752,24796,35888,72865,34366,58509,19576,31973,176180,21316,2175,1088,2610,14138,33.6,100413,167697,39804,9788,218,7.7,1674796
26,48271,TX,Kinney,1603,1144,446,79,1,3631,2234,1397,2244,1383,4,0,0,0,2567,34926,385,301,879,1402,389,784,178,2956,160,44,4,203,265,18.7,1351,2055,1296,280,0,8.1,29411
27,16049,ID,Idaho,9602,7826,1561,380,1,16275,8509,7766,521,14859,16,472,49,16,12979,40299,2197,2506,4411,2799,3646,2816,2604,11230,1969,98,1335,244,1400,17.4,6321,10595,3760,1855,65,5.4,87885
28,13133,GA,Greene,11247,7068,4088,584,25,16732,8142,8590,1021,9437,5990,17,167,0,12969,45069,3664,5789,4635,4066,4283,1305,2443,13118,1506,67,134,703,1205,26.4,6122,13051,2577,1071,33,6.5,108758
29,28161,MS,Yalobusha,6506,3658,2767,578,18,12426,6101,6325,186,7244,4933,25,25,0,9537,37647,2808,3616,2696,2013,2535,1441,3740,10922,1379,12,50,50,25,25.4,5274,9643,2311,472,0,5.3,65858
30,49049,UT,Utah,269877,183008,72324,30400,83,576496,290874,285622,65721,478492,2882,2306,8647,4612,352481,67042,68027,59956,236363,87627,152771,43814,57073,421995,68027,11530,23636,13259,38625,21.4,257679,483104,65721,26519,1153,4.3,2478933
31,29087,MO,Holt,2344,1976,338,127,1,4499,2239,2260,18,4337,13,72,18,0,3616,43981,540,553,1575,706,909,603,706,3523,634,13,153,40,139,20.7,2119,3293,657,526,22,4.2,18896
32,5015,AR,Carroll,11639,7352,3941,1049,19,27782,13634,14148,4112,22392,139,167,278,167,20196,39686,4362,6529,7640,5140,5584,3112,6307,22281,2917,0,1056,139,1389,19.8,11400,21559,3667,2528,28,5.1,141688
33,21147,KY,McCreary,6435,5664,725,266,1,17748,9710,8038,603,15920,958,53,35,0,13651,19264,7277,8785,3976,3656,4082,2201,3851,14926,1633,18,355,657,177,28.2,4493,13276,3124,1278,89,15.8,280418
34,31103,NE,Keya Paha,529,476,49,9,0,720,368,352,8,704,1,0,1,0,575,48864,55,96,348,79,120,145,29,403,45,0,55,12,204,18.8,428,399,93,229,0,1.2,864
35,29013,MO,Bates,8435,6595,1672,271,8,16405,8010,8395,345,15503,197,66,33,16,12386,45605,2346,3150,4446,3297,3429,2641,2608,12238,2083,98,492,164,1329,30.1,7261,12222,2231,1903,49,5.2,85306
36,36093,NY,Schenectady,60591,27544,31685,1622,50,155239,75537,79702,10401,114566,14903,310,7141,0,116371,61315,19250,30582,59146,29651,40207,10401,15834,126365,11488,6054,4502,2018,4812,22.9,73044,118758,29806,6675,0,7.3,1133245
37,17139,IL,Moultrie,6698,4938,1645,496,6,14711,7173,7538,177,14270,88,29,29,0,10936,53979,1780,2619,4266,2089,3089,1383,3884,11622,1221,0,368,618,868,22.3,6993,12078,1412,1177,44,3,44133
38,27089,MN,Marshall,5101,3721,1295,187,1,9397,4761,4636,395,8805,28,19,28,0,7152,57289,733,742,3063,1334,1955,1259,1785,7414,818,28,273,122,752,23.3,4832,7311,1203,855,19,3.2,30070
39,37039,NC,Cherokee,16341,12568,3563,782,15,27463,13483,13980,824,25129,384,330,192,0,22344,38115,4614,6756,8266,5355,7031,3158,3653,22410,1730,82,851,494,1895,24.6,9925,21256,3460,2691,55,7.7,211465
40,49001,UT,Beaver,3076,2673,356,0,0,6414,3296,3118,699,5689,0,6,13,0,4165,47878,673,1013,1533,1199,1610,1020,1052,5144,802,13,167,64,218,16,2653,4945,1065,372,32,4.7,30146
41,8075,CO,Logan,10411,7987,2201,1321,13,21885,11723,10162,3392,17092,241,153,219,0,16575,44876,3677,5165,6369,4683,4552,3436,2845,16567,2626,109,1269,153,1160,19.2,10390,15538,4246,2057,44,6.2,135687
42,40119,OK,Payne,29643,17813,10904,2917,14,80634,41317,39317,3709,62330,3145,3951,3548,81,60719,39149,21207,17498,31770,14837,18385,8386,7257,63459,7983,968,3870,1774,2580,17.5,36377,54992,21207,4112,323,4.5,362853
43,42077,PA,Lehigh,180284,82287,95889,6863,366,360774,176067,184707,82256,239915,19482,361,11906,0,263430,60116,47983,73598,126632,59888,89111,25615,59888,290784,34634,7576,8298,3247,16235,24.7,174705,317120,28140,15153,361,7,2525418
44,4012,AZ,La Paz,7458,5129,2236,628,17,20477,10530,9947,5385,12020,164,2273,164,41,15702,36479,4034,7802,5406,5488,3768,3727,2068,14436,1904,123,1679,655,1700,12.9,6474,13863,5242,1372,0,9.5,194532
45,48455,TX,Trinity,6938,5579,1323,208,8,14481,6959,7522,1347,11454,1376,43,58,0,11188,37398,2665,4344,3982,3331,3403,1854,1926,11715,1578,72,261,145,710,33.2,4946,10035,3012,1332,87,10.2,147706
46,31139,NE,Pierce,4006,3462,480,234,11,7175,3598,3577,115,6938,22,7,29,7,5374,55417,488,509,2389,961,1478,926,1428,5776,560,0,215,115,509,19.2,3706,5403,933,789,57,3.8,27265
47,26111,MI,Midland,49175,27675,20493,1179,14,83489,40954,42535,2171,76559,1169,334,1837,83,63543,57117,9434,10603,33312,14193,18117,7347,10520,71717,6011,835,1252,835,2922,21.1,37913,70799,7848,4675,167,7,584423
48,46109,SD,Roberts,4307,2404,1828,388,6,10250,5192,5058,287,5914,51,3690,10,0,7336,51228,1927,3178,3823,1999,1753,1168,1517,7851,1189,82,574,62,492,18.6,4585,6652,2296,1292,20,7,71750
49,20047,KS,Edwards,1413,1127,267,82,0,2946,1520,1426,592,2274,38,0,9,0,2064,50229,300,516,913,427,592,421,592,2363,209,0,71,138,168,19.2,1444,2047,601,286,15,2.9,8543
50,28021,MS,Claiborne,2886,479,2337,545,16,9106,4269,4837,36,1102,7913,18,36,0,7081,24601,4180,6065,2276,2295,1885,874,1776,7749,492,46,355,200,264,22.4,2394,5801,2868,419,18,17.7,161176
51,5147,AR,Woodruff,2469,1543,849,136,0,6763,3193,3570,34,4680,1860,0,101,7,5272,30097,1758,2299,2394,1062,1481,845,981,5694,609,81,162,74,149,18.1,2603,5478,866,419,0,10.1,68306
52,21071,KY,Floyd,16381,12211,3855,475,4,37447,18314,19133,262,36436,337,37,112,0,29232,31196,11496,16102,11047,7152,10223,4119,4943,33141,2921,75,374,187,786,23,11130,26363,8388,2659,0,11.6,434385
53,38083,ND,Sheridan,812,688,104,57,1,1403,686,717,13,1368,0,6,0,0,1175,49750,216,330,550,194,265,267,129,971,121,0,94,14,203,23.8,610,968,166,267,3,3.6,5051
54,29027,MO,Callaway,21178,14812,5868,1481,7,44793,22801,21992,896,40403,1926,224,358,0,34855,53180,5510,8690,14289,8287,10706,5196,6361,36954,4569,45,448,1209,1568,23.5,20199,31713,10706,2329,45,4.3,192610
55,48067,TX,Cass,13856,10979,2777,562,25,30118,14599,15519,1295,23010,5120,0,120,0,22979,41432,5572,9246,6897,5813,7409,4217,5783,26956,1295,60,181,1024,602,24,11991,22287,5030,2801,0,7.3,219861
56,39133,OH,Portage,81280,45034,34935,1945,68,162080,79258,82822,2755,145872,6645,162,3080,0,126877,53816,23502,30309,52190,29823,39548,13128,27554,136309,11508,1135,4538,810,7780,25.5,82049,135985,18477,7294,324,7.2,1166976
57,20027,KS,Clay,4134,3129,883,114,3,8203,4051,4152,197,7752,57,49,49,0,6200,55434,771,1198,2691,1239,2010,1288,984,6620,796,8,189,66,525,19.7,4107,5824,1665,697,25,3.3,27070
58,18033,IN,DeKalb,19656,14237,4966,914,13,42524,21161,21363,1191,40440,85,43,128,0,31716,51374,5316,8802,12034,5613,8335,3870,12672,36698,3615,43,468,468,1233,20.7,21054,37336,3317,1786,85,4.6,195610
59,29047,MO,Clay,126618,64583,59519,2761,48,236068,115761,120307,15580,193812,13220,708,5193,472,173396,65675,21010,27148,87345,39187,59961,16997,32577,198297,19122,1416,2833,2125,12039,23.1,123139,198061,28092,9443,236,4.4,1038699
60,4007,AZ,Gila,27662,18377,8943,1989,72,53145,26284,26861,9885,33375,213,8291,478,0,41292,41179,11639,19345,16794,12117,11373,8131,4730,41559,6803,53,1488,585,2657,18.7,18216,37733,12276,3029,106,11.7,621797
61,48445,TX,Terry,3608,2809,757,626,10,12755,6753,6002,6862,5204,587,26,0,0,8567,42441,1747,2691,3967,2245,2219,2908,1416,9923,2079,38,140,242,344,20.1,4556,9541,2194,1020,0,9.4,119897
62,48231,TX,Hunt,38517,29135,8879,2075,46,90322,44432,45890,13819,65845,7045,723,1084,0,65205,49319,16981,23664,28632,15626,21948,11471,12735,73251,10839,0,1897,1084,3252,30.8,38753,72077,12555,5600,90,6.5,587093
63,21239,KY,Woodford,15211,8362,6530,419,0,25817,12356,13461,1704,22332,1136,0,77,0,19007,60604,3743,7255,10327,4286,4983,2943,3305,21170,2272,26,645,361,1368,21.9,13099,19776,3898,2117,0,3.8,98105
64,8037,CO,Eagle,28427,9685,18095,1521,10,53726,28560,25166,15903,36158,430,215,484,54,34723,83803,4137,5373,17730,14130,11175,6178,4567,39704,4406,2901,1236,591,4782,22.3,33466,46258,4298,3116,54,2.7,145060
65,48215,TX,Hidalgo,219939,89991,127507,35785,1952,839539,410383,429156,770697,55410,3358,840,7556,0,403944,37097,266973,367718,226676,197292,214922,109140,92349,674989,73879,2519,10074,36940,41137,21.9,313678,597752,144401,95707,840,8.1,6800266
66,12063,FL,Jackson,22419,15488,6766,3162,83,48571,26887,21684,2234,31814,13017,340,291,49,38345,36944,10491,15348,14134,13163,11220,5051,5051,43034,2963,0,631,777,1166,23,16193,32494,14086,1894,49,11.2,543995
67,28093,MS,Marshall,13064,6591,6283,1548,32,35981,17793,18188,1259,17163,17127,36,36,0,27763,41134,6405,9571,8348,5145,8959,4534,9031,30980,1943,144,504,288,2159,28.2,14304,28893,4282,2771,36,6.2,223082
68,51093,VA,Isle of Wight,23434,13707,9399,883,26,36090,17651,18439,1011,25552,8048,108,289,36,28186,67767,3717,6171,13317,5377,8229,4872,4295,32012,2490,72,180,180,1155,29.2,17338,27717,7001,1335,0,7,252630
69,27037,MN,Dakota,261107,109183,145510,10733,139,414655,204016,210639,28197,330480,23221,829,19489,0,296543,79995,28611,38148,175814,63442,102420,25709,46856,336700,34416,13684,4561,4147,20733,24.3,231109,349554,47685,17001,415,4,1658620
70,17195,IL,Whiteside,27254,14472,12195,1804,31,56823,27990,28833,6705,48243,909,57,284,57,43198,51969,6307,8751,14944,10796,13297,4830,12899,47731,5455,227,1023,852,1591,19.4,26553,46538,7501,2671,114,6,340938
71,46097,SD,Miner,1138,787,320,148,2,2255,1167,1088,47,2147,23,2,7,0,1648,50658,262,377,823,338,437,271,388,1721,178,11,99,45,201,21.3,1116,1594,214,444,2,2,4510
72,18127,IN,Porter,86089,44899,39537,4013,54,167391,82696,84695,16070,140608,5524,335,2343,167,126844,65979,18413,25946,59759,26783,36826,18580,25443,143454,8704,2511,3515,2009,7365,27.2,79536,144291,16237,6528,335,5.7,954129
73,30095,MT,Stillwater,5707,4430,1155,231,3,9342,4651,4691,327,8725,19,93,19,0,7223,61998,607,813,2971,1457,1784,1794,1336,6026,1317,168,719,336,775,24.1,4508,7128,1186,981,56,3.6,33631
74,55017,WI,Chippewa,35945,21316,14001,1958,24,63445,33015,30430,1079,59575,825,127,825,0,48783,55240,6789,8819,19034,10595,13006,6979,13831,52025,5329,63,1459,761,3807,21.9,31454,51898,6598,4695,190,3.7,234747
75,16047,ID,Gooding,6050,4659,1256,636,9,15110,7737,7373,4352,10290,15,166,76,30,9492,42626,2402,3430,4291,2780,2448,3445,2146,12345,1224,15,272,227,1043,20.8,6886,11907,1889,1163,151,5.5,83105
76,21107,KY,Hopkins,21509,15757,5439,1119,43,45985,22353,23632,874,40835,2851,138,230,0,35004,44048,7909,11450,13060,8553,10209,5840,8369,41157,2621,92,736,644,736,21.3,18920,35960,7496,2437,92,5.9,271312
77,38021,ND,Dickey,2424,1742,608,333,6,5041,2513,2528,171,4718,71,55,20,0,3857,58357,318,96,1653,867,1149,726,640,3690,555,10,444,30,313,13.4,2658,3740,555,650,91,2.6,13107
78,37041,NC,Chowan,7754,4458,3232,538,12,14370,6878,7492,517,8579,4857,115,0,0,11157,41979,3276,5705,4254,3650,2845,1063,2543,11683,1193,0,532,417,560,28.2,5439,10519,3061,762,29,11.9,171003
79,37165,NC,Scotland,14632,7399,7137,1672,28,35445,17546,17899,992,15560,13682,3934,248,0,26702,32739,10563,14745,9676,7408,8400,2765,7124,31156,2729,71,461,319,744,21.8,11660,28214,5742,1453,35,12.7,450152
80,36057,NY,Montgomery,17615,11500,5746,273,4,49500,24352,25148,6534,40887,594,50,346,0,37615,47449,9702,14652,14850,9306,11830,4752,8762,39848,4257,644,1782,1188,1832,24.5,21956,38758,8365,2277,148,7.3,361350
81,48013,TX,Atascosa,18085,12020,5865,1287,37,48139,24051,24088,30568,16464,337,48,193,0,33109,55194,7028,10831,12420,10157,9483,9002,7076,37019,7221,48,530,481,2840,30.8,20208,37693,7076,3322,0,6.1,293648
82,27053,MN,Hennepin,753159,205966,532608,36936,1002,1224763,604629,620134,84509,851210,153095,6124,85733,0,877093,71154,140848,188614,594010,187389,276796,55114,111453,894077,96756,90632,40417,33069,68587,23.4,674973,1041049,124926,56339,1225,4.6,5633910
83,13019,GA,Berrien,7743,6419,1269,503,14,19014,9297,9717,932,15649,2054,38,190,0,14081,38297,4506,5685,4335,3746,3917,3023,4012,15287,2605,19,304,361,437,23.8,7062,14698,3365,913,57,9.4,178732
84,47057,TN,Grainger,10123,8559,1463,649,4,22942,11383,11559,688,21772,92,69,69,0,17764,40088,4290,5667,5713,3579,4451,3785,5414,18170,3143,115,275,161,1078,32.9,9482,17321,3166,2432,46,6.4,146829
85,48505,TX,Zapata,3867,2032,1820,358,9,14415,7190,7225,13565,750,0,0,101,0,6586,34550,4916,6919,2551,4382,2148,2422,2912,9975,3431,0,634,86,288,18.2,5146,9514,3027,1816,58,12.4,178746
86,36119,NY,Westchester,350749,126013,220963,40946,1472,975321,471874,503447,234077,530575,131668,975,56569,0,642976,89968,91680,114113,461327,181410,207743,66322,58519,561785,79001,221398,46815,14630,50717,34.1,479696,776356,134594,63396,975,6.5,6339587
87,54035,WV,Jackson,13508,10093,3207,411,24,29123,14440,14683,116,28278,29,233,87,0,22698,41731,4281,5359,8358,4368,8125,4543,3757,24318,3233,58,553,320,612,29.9,11221,21930,5446,1718,29,4.6,133966
88,20055,KS,Finney,11466,7079,4155,3110,20,37097,18913,18184,18178,15803,779,148,1447,0,20599,51703,6010,8161,8458,6826,7642,5639,8532,29937,4860,223,594,408,1039,14.3,18653,30197,4934,1892,111,4.7,174356
89,47121,TN,Meigs,5529,4464,1008,339,6,11830,5767,6063,177,11179,166,35,24,0,9357,39786,1964,3123,2638,1928,2212,1609,3443,9925,1431,35,47,213,177,31,4300,9499,1763,568,0,9.9,117117
90,31025,NE,Cass,15284,10121,4737,605,4,25513,12813,12700,791,23982,77,51,77,77,19134,68284,1607,1786,8725,3776,6761,3291,2960,21890,2143,26,408,128,918,26.1,13311,20206,3955,1301,26,2.8,71436
91,56017,WY,Hot Springs,2577,1999,482,55,0,4741,2404,2337,90,4480,0,109,0,0,3777,48403,593,1005,1901,901,924,574,441,3333,640,33,370,24,341,19.6,2290,3233,1010,474,24,4.1,19438
92,5097,AR,Montgomery,3839,3021,722,188,8,9059,4487,4572,371,8235,27,163,91,0,7139,35252,1640,2663,2636,1676,1748,1884,1114,7691,987,18,127,27,208,30,3248,6097,1703,1259,0,4.4,39860
93,46119,SD,Sully,930,726,185,45,0,1390,756,634,13,1327,0,21,0,0,1059,60694,46,13,588,143,246,334,78,954,125,25,86,0,202,14.6,728,883,277,225,6,0.5,695
94,31153,NE,Sarpy,95409,51518,41029,6275,39,175188,87568,87620,15241,143304,6482,526,4380,175,121810,75752,9285,10336,75331,26629,42220,15066,15942,153114,13314,350,1226,1577,5781,20.6,91916,141026,27154,6832,175,3.3,578120
95,16085,ID,Valley,7063,3947,2976,129,1,10104,5148,4956,445,9568,10,20,10,0,8201,54015,1051,323,3536,2112,2031,1071,1354,7952,586,71,707,81,707,15.9,4244,7598,1445,1041,20,4.3,43447
96,29211,MO,Sullivan,2471,1974,478,381,3,6382,3187,3195,1181,4946,115,26,26,0,4661,42034,1015,1219,1787,906,996,862,1838,4595,1289,0,115,70,313,16.2,2681,4825,881,645,26,3.4,21699
97,27069,MN,Kittson,2639,1546,1006,66,0,4384,2226,2158,92,4209,35,9,18,0,3392,52304,491,758,1438,741,807,416,982,3174,430,61,333,22,364,20.6,2189,3213,649,513,9,2.6,11398
98,48381,TX,Randall,64412,50597,12750,5483,59,130552,64149,66403,26372,95825,3655,522,1958,131,95349,65564,12533,15144,48696,22716,34205,11619,13316,110578,12664,392,1697,1306,3917,19.1,68640,98306,21280,10836,131,3.7,483042
99,29077,MO,Greene,138074,81312,53307,9668,140,286759,139733,147026,10037,252921,9176,1147,5448,287,221969,43175,53050,61940,102946,53911,77138,20360,32404,234282,27529,2007,6882,4301,11757,19.3,138083,239157,32977,14338,287,5,1433795
100,55007,WI,Bayfield,10880,4617,6147,280,2,15004,7642,7362,255,12753,90,1500,75,0,12246,50110,1650,2761,5401,3061,2776,2086,1695,11373,1545,330,600,165,975,23.8,6994,10128,3226,1590,75,5.5,82522
101,31127,NE,Nemaha,3423,2428,921,175,0,7041,3476,3565,183,6640,99,42,49,0,5528,55536,810,810,2267,1479,1556,817,922,5499,739,0,465,21,324,19.6,3444,4725,1774,542,0,5.7,40134
102,48333,TX,Mills,2502,2214,271,79,1,4887,2275,2612,894,3973,10,0,5,0,3549,46318,728,968,1456,757,1388,586,704,3851,362,0,327,44,303,16.5,2055,3484,899,489,10,2.9,14172
103,46073,SD,Jerauld,1006,721,270,170,13,2034,955,1079,45,1959,0,8,0,0,1522,49882,181,110,614,336,366,319,399,1497,240,28,124,31,114,15.5,987,1436,199,399,0,0.2,407
104,28101,MS,Newton,8678,6037,2542,887,28,21437,10043,11394,386,13184,6431,1093,107,0,15857,37643,4931,6988,6731,3023,4630,2937,4094,18050,2401,0,214,343,407,26.1,8108,15156,5059,1136,86,7.7,165065
105,6113,CA,Yolo,64934,16128,47504,3303,60,212605,103617,108988,66758,100987,4677,638,28914,850,142947,61621,41245,34655,93971,39757,39970,19134,19772,142445,24237,8292,7016,19985,10630,23.2,95944,141808,57616,13182,0,7.2,1530756
106,27125,MN,Red Lake,2190,1450,689,90,2,4017,2033,1984,141,3720,12,56,12,0,2992,52500,378,422,1221,546,1016,530,707,3302,370,8,129,16,193,22.2,2044,3057,586,353,20,2.9,11649
107,48201,TX,Harris,1633671,699822,911974,162306,2811,4525519,2251060,2274459,1909769,1384809,837221,9051,307735,4526,2605043,57791,760287,1131380,1602034,787440,1036344,520435,579266,3588737,493282,122189,67883,85985,167444,28.9,2180392,3774283,443501,298684,9051,6.4,28963322
108,45065,SC,McCormick,5697,2958,2687,283,7,9694,5440,4254,87,4769,4605,19,39,0,8445,40622,1948,4401,2346,2181,2152,911,2104,8579,688,10,136,87,184,26.6,2720,6602,2724,368,0,15.3,148318
109,27123,MN,Ramsey,294513,77324,211362,15318,383,537893,261783,276110,39804,339410,60244,2689,75305,0,378733,60301,80684,119950,234521,94669,119950,26895,61858,394276,51638,35501,15599,11296,29584,23.9,278185,442686,71540,23129,538,5.5,2958412
110,36117,NY,Wayne,37425,23734,12799,561,5,91442,45218,46224,3841,82481,2652,91,640,91,70737,53693,10699,15454,30542,14174,21855,9784,15088,77360,7407,640,2012,1189,2926,24.9,43209,72788,13899,4664,183,6.4,585229
111,13007,GA,Baker,1555,897,652,92,6,3251,1547,1704,176,1694,1343,7,20,16,2512,43867,634,631,927,371,904,647,403,2887,260,0,36,20,49,27.4,1286,2279,751,221,0,2.5,8128
112,48099,TX,Coryell,23425,15397,7542,2019,14,75818,37921,37897,13496,45112,10387,455,1365,531,55434,50865,10084,14330,22594,18045,19030,9553,6672,55196,9705,303,5535,1668,3412,22,23306,47007,24110,4625,76,9.9,750598
113,1069,AL,Houston,45750,32384,12738,4320,35,104108,49905,54203,3331,69961,27589,312,833,0,78486,42803,19260,30712,32378,19364,26756,10619,14887,92864,7183,104,729,833,2394,21.3,44108,85264,12597,6038,208,7.6,791221
114,39079,OH,Jackson,14160,10804,3193,539,8,32624,15953,16671,326,31384,261,0,33,33,24679,43397,6721,9559,10146,5089,7275,3491,6623,27698,3001,33,913,228,783,25.6,13511,25414,5416,1696,65,10.8,352339
115,51035,VA,Carroll,15619,12659,2842,635,29,29767,14993,14774,923,28279,60,30,30,0,23614,41145,4346,5031,8067,5001,6936,4197,5596,24975,3245,0,298,30,1220,25.8,13125,22295,4792,2679,0,3.8,113115
116,41051,OR,Multnomah,461453,82410,365787,9894,172,788459,390542,397917,89096,555864,41788,4731,55192,4731,579030,60369,129307,162423,356383,141134,165576,44154,82000,473864,74904,89884,40211,52827,56769,26.6,416325,637075,93827,56769,1577,6.8,5361521
117,29123,MO,Madison,5671,4581,1017,545,3,12226,6004,6222,281,11602,110,37,49,0,9398,37484,2298,2592,2555,2580,2653,2274,2152,9769,1663,12,134,293,355,25.4,4976,9610,2078,538,0,5.8,70911
118,48169,TX,Garza,1651,1411,231,123,8,6739,4369,2370,3639,2729,303,7,40,0,3472,53832,910,1759,2042,1503,1045,1024,1125,4818,1604,0,135,175,7,17.4,2445,4866,1125,748,0,2,13478
119,41031,OR,Jefferson,11666,7044,4306,611,10,22707,11605,11102,4496,13670,182,3724,136,91,16443,48464,4746,6880,6835,4927,4360,3043,3542,16962,3361,45,659,318,1362,20.4,8073,15463,5541,1680,23,11.9,270213
